Aron Baynes,normal,5193600.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jaylen Brown,normal,5169960.0,team_option,0.06534,qualifying_offer,0.08573,normal,0.0,normal,0.0,normal,0.0
Patrick Beverley,normal,5027028.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Mike Muscala,normal,5000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kyle Singler,normal,4996000.0,normal,5333500.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jonathan Isaac,normal,4969080.0,team_option,0.05806,team_option,0.07362,qualifying_offer,0.09821,normal,0.0,normal,0.0
Mohamed Bamba,normal,4871280.0,normal,5704920.0,team_option,0.05976,team_option,0.07578,qualifying_offer,0.10109,normal,0.0
Willie Cauley-Stein,normal,4696874.0,qualifying_offer,0.06265,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Dragan Bender,normal,4661280.0,team_option,0.05896,qualifying_offer,0.07777,normal,0.0,normal,0.0,normal,0.0
Jamal Murray,normal,4549740.0,team_option,0.06444,qualifying_offer,0.0596,normal,0.0,normal,0.0,normal,0.0
Ron Baker,normal,4544000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Lauri Markkanen,normal,4536120.0,team_option,0.053,team_option,0.06731,qualifying_offer,0.09026,normal,0.0,normal,0.0
Justin Holiday,normal,4500000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Wendell Carter,normal,4446840.0,normal,5208000.0,team_option,0.05455,team_option,0.06929,qualifying_offer,0.09291,normal,0.0
Luc Mbah a Moute,normal,4320500.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Emmanuel Mudiay,normal,4294479.0,qualifying_offer,0.05758,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kris Dunn,normal,4221000.0,team_option,0.05348,qualifying_offer,0.07091,normal,0.0,normal,0.0,normal,0.0
Frank Ntilikina,normal,4155720.0,team_option,0.04855,team_option,0.06176,qualifying_offer,0.08326,normal,0.0,normal,0.0
Glenn Robinson III,normal,4075000.0,team_option,0.04278,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Collin Sexton,normal,4073760.0,normal,4771080.0,team_option,0.04998,team_option,0.06357,qualifying_offer,0.0857,normal,0.0
Al Jefferson,normal,4000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Stanley Johnson,normal,3940401.0,qualifying_offer,0.05311,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Buddy Hield,normal,3833760.0,team_option,0.04861,qualifying_offer,0.06484,normal,0.0,normal,0.0,normal,0.0
Dennis Smith,normal,3819960.0,team_option,0.04463,team_option,0.05686,qualifying_offer,0.07705,normal,0.0,normal,0.0
Kevin Knox,normal,3744840.0,normal,4385640.0,team_option,0.04594,team_option,0.05853,qualifying_offer,0.07931,normal,0.0
Jose Juan Barea,normal,3710850.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Nenê,normal,3651480.0,normal,4825360.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Thon Maker,normal,3639636.0,team_option,0.05175,qualifying_offer,0.04861,normal,0.0,normal,0.0,normal,0.0
Zach Collins,normal,3628920.0,team_option,0.0424,team_option,0.05406,qualifying_offer,0.07363,normal,0.0,normal,0.0
Frank Kaminsky,normal,3627842.0,qualifying_offer,0.04915,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Mikal Bridges,normal,3557400.0,normal,4166280.0,team_option,0.04364,team_option,0.05564,qualifying_offer,0.07579,normal,0.0
Jodie Meeks,normal,3454500.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Justise Winslow,normal,3448926.0,qualifying_offer,0.04697,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Malik Monk,normal,3447480.0,team_option,0.04028,team_option,0.05345,qualifying_offer,0.07318,normal,0.0,normal,0.0
Shai Gilgeous-Alexander,normal,3379560.0,normal,3957960.0,team_option,0.04146,team_option,0.05502,qualifying_offer,0.07532,normal,0.0
Trey Lyles,normal,3364249.0,qualifying_offer,0.03706,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Ekpe Udoh,normal,3360000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Devin Booker,normal,3314365.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Myles Turner,normal,3294994.0,qualifying_offer,0.0451,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Dario Saric,normal,3284892.0,team_option,0.04526,qualifying_offer,0.06228,normal,0.0,normal,0.0,normal,0.0
Luke Kennard,normal,3275280.0,team_option,0.03827,team_option,0.05273,qualifying_offer,0.07256,normal,0.0,normal,0.0
Cameron Payne,normal,3263294.0,qualifying_offer,0.04539,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Troy Daniels,normal,3258539.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Rondae Hollis-Jefferson,normal,3211464.0,qualifying_offer,0.03594,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kelly Oubre,normal,3208630.0,qualifying_offer,0.04485,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Miles Bridges,normal,3206640.0,normal,3755400.0,team_option,0.03934,team_option,0.05421,qualifying_offer,0.07469,normal,0.0
Marquese Chriss,normal,3206160.0,team_option,0.04078,qualifying_offer,0.05497,normal,0.0,normal,0.0,normal,0.0
Tomas Satoransky,normal,3129187.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Donovan Mitchell,normal,3111480.0,team_option,0.03635,team_option,0.05195,qualifying_offer,0.07185,normal,0.0,normal,0.0
Terry Rozier,normal,3050389.0,qualifying_offer,0.04285,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jerome Robinson,normal,3050160.0,normal,3572280.0,team_option,0.03742,team_option,0.05347,qualifying_offer,0.07396,normal,0.0
Bam Adebayo,normal,2955840.0,team_option,0.03454,team_option,0.05115,qualifying_offer,0.07115,normal,0.0,normal,0.0
Jakob Poeltl,normal,2947320.0,team_option,0.03754,qualifying_offer,0.05087,normal,0.0,normal,0.0,normal,0.0
Michael Porter,normal,2897760.0,normal,3393720.0,team_option,0.03555,team_option,0.05265,qualifying_offer,0.07324,normal,0.0
Andrew Nicholson,normal,2844429.0,normal,2844429.0,normal,2844429.0,normal,2844429.0,normal,2844429.0,normal,0.0
Justin Jackson,normal,2807880.0,team_option,0.0328,team_option,0.05029,qualifying_offer,0.07031,normal,0.0,normal,0.0
Cedi Osman,normal,2775000.0,normal,2907143.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Sam Dekker,normal,2760094.0,qualifying_offer,0.03916,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Troy Brown,normal,2752680.0,normal,3223680.0,team_option,0.03377,team_option,0.05177,qualifying_offer,0.07237,normal,0.0
Guerschon Yabusele,normal,2667600.0,team_option,0.03117,team_option,0.04781,qualifying_offer,0.06718,normal,0.0,normal,0.0
Justin Patton,normal,2667600.0,team_option,0.03117,team_option,0.04781,qualifying_offer,0.06718,normal,0.0,normal,0.0
