Doug McDermott,0.0,-0.3,0.2
Mitch McGary,1.3,0.6,0.7
JaVale McGee,0.4,0.2,0.2
Ben McLemore,2.5,1.7,0.8
Jerel McNeal,-0.1,-0.2,0.1
Josh McRoberts,0.4,0.1,0.3
Jodie Meeks,3.1,2.2,0.9
Gal Mekel,-0.2,-0.2,0.0
Khris Middleton,6.7,3.2,3.5
C.J. Miles,3.6,1.3,2.3
Andre Miller,1.6,1.0,0.6
Darius Miller,-0.1,-0.1,0.0
Mike Miller,0.4,-0.1,0.5
Quincy Miller,0.0,-0.1,0.1
Patty Mills,1.4,0.6,0.9
Elijah Millsap,0.4,-1.0,1.4
Paul Millsap,8.3,4.0,4.3
Nikola Mirotic,5.7,3.0,2.7
Nazr Mohammed,0.1,-0.1,0.2
Greg Monroe,6.8,4.0,2.8
E'Twaun Moore,0.8,0.3,0.5
Eric Moreland,0.0,0.0,0.0
Darius Morris,-0.4,-0.5,0.1
Marcus Morris,4.0,2.2,1.8
Markieff Morris,4.6,1.8,2.7
Anthony Morrow,5.7,4.4,1.2
Donatas Motiejunas,4.7,2.4,2.3
Timofey Mozgov,3.9,2.5,1.3
Shabazz Muhammad,2.0,2.1,-0.1
Toure' Murry,0.0,0.0,0.0
Toure' Murry,0.0,-0.1,0.0
Mike Muscala,1.9,1.2,0.7
Shabazz Napier,0.5,-0.3,0.8
Gary Neal,0.4,0.4,0.0
Player, ,WS,WS/48
Jameer Nelson,0.8,0.5,0.3
Andrew Nicholson,0.1,-0.2,0.3
Joakim Noah,5.6,2.4,3.1
Nerlens Noel,4.0,-0.2,4.2
Lucas Nogueira,0.0,-0.1,0.1
Steve Novak,0.4,0.3,0.1
Dirk Nowitzki,7.2,5.2,2.0
Jusuf Nurkic,1.6,-0.2,1.8
Johnny O'Bryant,-0.5,-0.8,0.3
Kyle O'Quinn,1.6,0.5,1.1
Victor Oladipo,3.5,1.5,2.0
Kelly Olynyk,3.6,1.5,2.1
Arinze Onuaku,0.3,0.2,0.0
Zaza Pachulia,4.2,1.3,2.9
Kostas Papanikolaou,0.5,-0.4,0.9
Jannero Pargo,0.2,0.1,0.0
Jabari Parker,1.3,0.4,1.0
Tony Parker,4.1,2.4,1.7
Chandler Parsons,5.5,3.8,1.7
Patrick Patterson,6.1,4.4,1.7
Chris Paul,16.1,12.9,3.2
Adreian Payne,0.0,0.0,0.0
Elfrid Payton,2.3,0.0,2.3
Nikola Pekovic,1.2,0.9,0.2
Kendrick Perkins,0.3,-0.8,1.2
Paul Pierce,5.5,3.2,2.3
Mason Plumlee,4.8,2.5,2.3
Miles Plumlee,2.1,0.8,1.4
Quincy Pondexter,2.3,1.9,0.4
Otto Porter,2.7,1.0,1.8
Dwight Powell,0.6,0.3,0.2
Phil Pressey,0.8,0.0,0.7
A.J. Price,0.5,0.3,0.2
Ronnie Price,0.7,0.2,0.6
Pablo Prigioni,1.2,0.7,0.5
Tayshaun Prince,1.0,0.4,0.6
Miroslav Raduljica,0.0,0.0,0.0
Julius Randle,-0.1,-0.1,0.0
Shavlik Randolph,0.0,-0.1,0.1
Shavlik Randolph,0.0,0.0,0.1
Zach Randolph,7.2,3.4,3.8
J.J. Redick,6.7,5.8,0.9
Glen Rice,-0.1,-0.1,0.0
Jason Richardson,0.4,0.0,0.4
Luke Ridnour,0.6,0.3,0.3
Austin Rivers,0.8,0.1,0.7
Andre Roberson,2.1,0.5,1.6
Brian Roberts,1.8,0.6,1.2
Glenn Robinson,0.0,0.0,0.0
Glenn Robinson,0.0,0.0,0.1
Nate Robinson,0.2,0.1,0.1
Thomas Robinson,1.0,0.3,0.7
Rajon Rondo,0.9,-0.2,1.1
Derrick Rose,1.2,0.0,1.2
Terrence Ross,2.4,1.3,1.0
Ricky Rubio,0.5,0.1,0.4
Damjan Rudez,1.3,0.6,0.7
Brandon Rush,-0.3,-0.7,0.4
Robert Sacre,0.8,0.3,0.6
John Salmons,0.1,0.0,0.1
JaKarr Sampson,0.6,-0.5,1.1
Larry Sanders,1.6,0.4,1.2
Dennis Schroder,2.5,1.1,1.4
Luis Scola,4.4,1.7,2.7
Mike Scott,2.7,1.6,1.1
Thabo Sefolosha,2.5,0.8,1.7
Kevin Seraphin,1.7,0.0,1.7
Ramon Sessions,1.4,0.8,0.6
Iman Shumpert,1.2,0.1,1.1
Alexey Shved,1.2,0.9,0.2
Henry Sims,2.1,0.5,1.5
Kyle Singler,1.6,0.8,0.8
Donald Sloan,2.0,0.9,1.1
Marcus Smart,2.9,0.7,2.2
Greg Smith,0.8,0.5,0.3
Ish Smith,0.0,-0.1,0.1
J.R. Smith,3.8,2.4,1.3
Jason Smith,1.2,0.5,0.7
Josh Smith,2.1,-0.1,2.2
Russ Smith,0.2,0.1,0.1
Tony Snell,2.4,1.2,1.2
Marreese Speights,4.0,2.2,1.8
Tiago Splitter,4.0,2.3,1.7
Nik Stauskas,0.5,0.3,0.2
Lance Stephenson,-0.9,-2.7,1.8
Greg Stiemsma,0.1,0.0,0.0
David Stockton,0.0,0.0,0.0
Jarnell Stokes,0.5,0.3,0.2
Amar'e Stoudemire,2.2,1.5,0.7
Rodney Stuckey,4.0,1.9,2.2
Jared Sullinger,4.0,1.9,2.1
Jeffery Taylor,0.3,-0.1,0.4
Jeff Teague,7.7,5.0,2.8
Mirza Teletovic,0.5,-0.3,0.8
Sebastian Telfair,0.4,0.2,0.2
Garrett Temple,1.5,0.4,1.1
Jason Terry,3.6,2.0,1.5
Isaiah Thomas,4.0,3.2,0.7
Lance Thomas,0.0,-0.2,0.3
Malcolm Thomas,0.1,-0.1,0.2
Tyrus Thomas,0.1,0.1,0.0
